rmse_rad,failure_penalized_rmse_rad,itae,peak_error_rad,torque_rms,torque_smoothness,safety_violation_rate,residual_gate_mean,completed,duration_s,return,scenario,controller,model_seed,replicate_seed,eval_episode
0.007300619151142423,0.007300619151142423,0.012536474745371555,0.04763877266034019,16.136605048771834,5.3382881592348275,0.0,1.0,1.0,6.0,-324.50522117296384,nominal,Adaptive computed torque,-1,2,3
0.00722719181300617,0.00722719181300617,0.012512710328233628,0.04541816300746392,16.13651272356281,5.994484159825758,0.0,1.0,1.0,6.0,-324.58162802452193,nominal,Adaptive computed torque,-1,3,0
0.00918758263617498,0.00918758263617498,0.013157266949011355,0.05942806931293266,16.130068357516958,5.196612220625161,0.0,1.0,1.0,6.0,-326.1392818586313,nominal,Adaptive computed torque,-1,3,1
0.01033056856916074,0.01033056856916074,0.013459367677134812,0.06716877724902855,16.140099332353913,5.265403208488307,0.0,1.0,1.0,6.0,-327.85375766282704,nominal,Adaptive computed torque,-1,3,2
0.008023841015122964,0.008023841015122964,0.012359734278937471,0.05188379880288273,16.14960856290329,7.1811387278403265,0.0,1.0,1.0,6.0,-327.12113573520196,nominal,Adaptive computed torque,-1,3,3
0.00713035050834967,0.00713035050834967,0.012734568021865879,0.043298542915890956,16.149377198191324,5.415562852641258,0.0,1.0,1.0,6.0,-325.2202973320114,nominal,Adaptive computed torque,-1,4,0
0.0036271639080482283,0.0036271639080482283,0.011712027425992857,0.02027628857575047,16.13910104845777,5.669453184552754,0.0,1.0,1.0,6.0,-324.46453509855615,nominal,Adaptive computed torque,-1,4,1
0.006600745242688096,0.006600745242688096,0.012524767670937926,0.040717238302400344,16.131289880891607,5.198388911161549,0.0,1.0,1.0,6.0,-324.0171529821975,nominal,Adaptive computed torque,-1,4,2
0.006714500775847673,0.006714500775847673,0.012211769332601324,0.04350092529894568,16.138192059460664,6.38435987213796,0.0,1.0,1.0,6.0,-324.8343708520648,nominal,Adaptive computed torque,-1,4,3
0.007041884677756975,0.007041884677756975,0.012874763967173148,0.04405094876795838,16.152034631104357,5.853183673985971,0.0,1.0,1.0,6.0,-325.4627481286949,nominal,Computed torque,-1,0,0
