rmse_rad,failure_penalized_rmse_rad,itae,peak_error_rad,torque_rms,torque_smoothness,safety_violation_rate,residual_gate_mean,completed,duration_s,return,scenario,controller,residual_bound_nm,model_seed,eval_episode
0.4155478646298823,0.4155478646298823,6.828729409935703,0.9869576763870151,19.38415602134632,106.43887883219952,0.18333333333333332,1.0,1.0,6.0,-904.8490487700828,payload_2x,Fuzzy-TD3 residual,10.0,0,2
0.41604381454813083,0.41604381454813083,6.827602117538539,0.9908395812679338,19.380771541060287,108.70203584889073,0.18,1.0,1.0,6.0,-897.7891746795759,payload_2x,Fuzzy-TD3 residual,10.0,0,3
0.7190768505797661,0.7190768505797661,11.19987117005107,1.7120841471587258,17.88576746749822,101.0066407899025,0.2733333333333333,1.0,1.0,6.0,-2291.9245907281243,severe_shift,Fuzzy-TD3 residual,10.0,0,0
0.7197843850393764,0.7197843850393764,11.20747973918418,1.7148284619145986,17.85439570667279,100.89345225567553,0.2733333333333333,1.0,1.0,6.0,-2309.136293236697,severe_shift,Fuzzy-TD3 residual,10.0,0,1
0.717602871584647,0.717602871584647,11.21805621762146,1.7023573205782543,17.874464240027752,103.24758673588444,0.27,1.0,1.0,6.0,-2276.118018053951,severe_shift,Fuzzy-TD3 residual,10.0,0,2
0.718009066635089,0.718009066635089,11.230810003679748,1.702534833434436,17.86684733329199,102.15006016322647,0.27666666666666667,1.0,1.0,6.0,-2284.4018180472285,severe_shift,Fuzzy-TD3 residual,10.0,0,3
0.12099250530887466,0.12099250530887466,1.9281616419229302,0.24008604664562566,16.04758145115001,51.22441344753322,0.0,1.0,1.0,6.0,-54.59748427347913,nominal,Fuzzy-TD3 residual,10.0,1,0
0.11132971892176649,0.11132971892176649,1.8293031207629722,0.230272938953843,15.955778675236537,47.47591948314862,0.0,1.0,1.0,6.0,-48.877368079752664,nominal,Fuzzy-TD3 residual,10.0,1,1
0.12727668080107016,0.12727668080107016,1.9723463686720055,0.24241195899179585,16.068719741316364,50.6119726551336,0.0,1.0,1.0,6.0,-60.22337447889613,nominal,Fuzzy-TD3 residual,10.0,1,2
0.13026339572900703,0.13026339572900703,1.9916394611131443,0.243427206849902,16.08911683933379,51.73360825284766,0.0,1.0,1.0,6.0,-64.6890130619587,nominal,Fuzzy-TD3 residual,10.0,1,3
0.4129278340599634,0.4129278340599634,6.84197472198921,0.9853386211665365,18.873934041402602,19.615865011919013,0.18333333333333332,1.0,1.0,6.0,-898.2527109410054,payload_2x,Fuzzy-TD3 residual,10.0,1,0
0.4126864663833587,0.4126864663833587,6.795106725701756,0.9875954374356049,18.782441775888877,17.46469328543126,0.18333333333333332,1.0,1.0,6.0,-898.4749428963885,payload_2x,Fuzzy-TD3 residual,10.0,1,1
0.41616226925347494,0.41616226925347494,6.901061092567297,0.9893789285222118,18.876382942777017,18.565847894721582,0.18666666666666668,1.0,1.0,6.0,-907.5849771668106,payload_2x,Fuzzy-TD3 residual,10.0,1,2
0.41674930282545564,0.41674930282545564,6.90630415757057,0.9888224439903948,18.90562988952297,22.429119291092533,0.18666666666666668,1.0,1.0,6.0,-911.1736357909276,payload_2x,Fuzzy-TD3 residual,10.0,1,3
0.7269103191344136,0.7269103191344136,10.99822724722283,1.7619019044898037,16.861040905716035,25.82458054562183,0.27,1.0,1.0,6.0,-2319.2990997073557,severe_shift,Fuzzy-TD3 residual,10.0,1,0
0.7268264240931375,0.7268264240931375,10.924568382768117,1.7649620366038576,16.774540923774385,22.865627485162676,0.2733333333333333,1.0,1.0,6.0,-2310.3491426271803,severe_shift,Fuzzy-TD3 residual,10.0,1,1
